1, 17 ,17.1
2, 16 ,16.1
4, 16 ,16.1
8, 16 ,16.1
16, 18 ,18.1
32, 18 ,18.1
64, 20 ,20.1
128, 26 ,26.1
256, 26 ,26.1
512, 27 ,27.1
1024, 51 ,51.1
2048, 68 ,68.1
4096, 80 ,80.1
